agency_cd,site_no,measurement_nu,measurement_dt,tz_cd,q_meas_used_fg,party_nm,site_visit_coll_agency_cd,gage_height_va,discharge_va,measured_rating_diff,gage_va_change,gage_va_time,control_type_cd,discharge_cd
USGS,3171000,486,2017-12-12 12:50:41,EST,Yes,TWC/AML,USGS,2.04,1470,Poor,0,0.3,Clear,NONE
USGS,3171000,487,2017-12-12 13:22:23,EST,Yes,TWC/AML,USGS,2.03,1410,Poor,0,0.3,Clear,NONE
USGS,3171000,488,2018-02-05 13:02:08,EST,Yes,DWA,USGS,2.7,3710,Fair,-0.07,0.3,Clear,NONE
USGS,3171000,489,2018-04-13 10:03:08,EDT,Yes,AML/ZTE,USGS,2.55,2880,Good,-0.02,0.4,Clear,NONE
USGS,3171000,490,2018-05-30 14:08:16,EDT,Yes,TWC/AML/DWA,USGS,3.42,6360,Good,0.02,0.25,,NONE
USGS,3171000,491,2018-08-06 17:32:14,EDT,Yes,AML/ZTE,USGS,3.15,4890,Good,0,0.25,Clear,NONE
USGS,3171000,492,2018-09-17 16:12:59,EDT,Yes,KFG/CAW,USGS,13.96,46200,Poor,0.27,0.31,Clear,NONE
USGS,3171000,493,2018-09-18 11:05:59,EDT,Yes,ZTE DWA,USGS,9.55,28300,Good,-0.01,0.27,Clear,NONE
USGS,3171000,494,2018-09-18 12:34:52,EDT,Yes,ZTE DWA,USGS,9.53,28800,Good,-0.01,0.5,Clear,NONE
USGS,3171000,495,2018-10-05 12:08:16,EDT,Yes,AML,USGS,2.86,3670,Fair,-0.02,0.33,Clear,NONE
USGS,3171000,496,2018-12-03 16:06:08,EST,Yes,TWC,USGS,3.39,6030,Fair,0,0.6,Clear,NONE
USGS,3171000,497,2019-03-07 11:06:08,EST,Yes,AML/DWA,USGS,3.92,8660,Good,-0.01,0.2,Clear,NONE
USGS,3171000,498,2019-05-09 12:25:23,EDT,Yes,AML,USGS,3.5,6640,Good,0.02,0.3,Clear,NONE
USGS,3171000,499,2019-07-12 10:15:41,EDT,Yes,AML/DTC/NWF,USGS,2.83,3370,Good,0.03,0.3,FillControlChanged,NONE
USGS,3171000,500,2019-07-12 10:35:10,EDT,Yes,AML/DTC/NWF,USGS,2.88,3590,Fair,0.03,0.15,FillControlChanged,NONE
USGS,3171000,501,2019-10-04 15:59:05,EDT,Yes,AML/NWF,USGS,2.17,1350,Fair,-0.01,0.32,Clear,NONE
USGS,3171000,502,2019-10-04 16:29:11,EDT,Yes,AML/NWF,USGS,2.15,1330,Fair,0,0.2,Clear,NONE
USGS,3171000,503,2019-12-06 11:46:00,EST,Yes,AML,USGS,2.83,3730,Good,-0.01,0.2,Clear,NONE
USGS,3171000,504,2020-02-10 16:34:48,EST,Yes,AML,USGS,4.34,10500,Good,0.04,0.32,Clear,NONE
USGS,3171000,505,2020-06-25 15:02:19,EDT,Yes,AML/NWF,USGS,3.72,6960,Good,0,0.5,Clear,NONE
USGS,3171000,506,2020-10-14 12:25:07,EDT,Yes,AML/MRH/KTG,USGS,3.83,7650,Good,0.01,0.5,,NONE
USGS,3171000,507,2021-02-03 17:03:44,EST,Yes,KTG/AML,USGS,3.23,5050,Fair,-0.02,0.22,Clear,NONE
USGS,3171000,508,2021-04-22 15:00:34,EDT,Yes,KTG/AML,USGS,3.07,4480,Fair,0,0.24,Clear,NONE
USGS,3171000,509,2021-06-28 16:37:59,EDT,Yes,KTG/AML,USGS,2.48,2140,Poor,0,0.19,Clear,NONE
USGS,3171000,510,2021-09-20 11:19:00,EDT,Yes,KTG/SHI,USGS,2.13,1200,Good,0,0.5,Clear,NONE
USGS,3171000,511,2021-11-18 12:00:48,EST,Yes,SHI/MRH/KTG,USGS,2.08,1430,Fair,-0.03,0.35,Clear,NONE
USGS,3171000,512,2022-02-16 11:10:41,EST,Yes,AML/KTG,USGS,2.98,4600,Good,0,0.25,Clear,NONE
USGS,3171000,513,2022-03-30 13:42:13,EDT,Yes,KTG,USGS,2.53,2970,Fair,,,Clear,NONE
USGS,3171000,514,2022-06-16 15:04:16,EDT,Yes,KTG/AML,USGS,2.77,3000,Good,0.02,0.25,VegetationHeavy,NONE
